6.270166578519037769e+32,3.341296302403031064e-28
6.770370135142171244e+32,3.645431837550934988e-28
7.310477511691815148e+32,3.982241777783828224e-28
7.893672041880098584e+32,4.355905642938588749e-28
8.523391010382783742e+32,4.771203279586688237e-28
9.203345911818609258e+32,5.233604797032418351e-28
9.937544325892002010e+32,5.749373726890025034e-28
1.073031353762883800e+33,6.325685360970292405e-28
1.158632604192044471e+33,6.970762522947074304e-28
1.251062708269641403e+33,7.694030792452758520e-28
1.350866438903995969e+33,8.506296382359850246e-28
1.458632028350617026e+33,9.419949490547941680e-28
1.574994635188683353e+33,1.044919633261150965e-27
1.700640087876131784e+33,1.161032434298380226e-27
1.836308926947460265e+33,1.292200473445826800e-27
1.982800769678515558e+33,1.440563708088863280e-27
2.140979022943126426e+33,1.608574227943099666e-27
2.311775972038634474e+33,1.799040976730807237e-27
2.496198275473314740e+33,2.015180661788772683e-27
2.695332898101347077e+33,2.260675663056219686e-27
2.910353517574596745e+33,2.539739942101506236e-27
3.142527441870130858e+33,2.857193896126152349e-27
3.393223078664601933e+33,3.218549582761433384e-27
3.663918000579214450e+33,3.630107484025092217e-27
3.956207653830837389e+33,4.099066561177608789e-27
4.271814761617319461e+33,4.633649405797199692e-27
4.612599477659245435e+33,5.243244492413781317e-27
4.980570349742219029e+33,5.938567811807243559e-27
5.377896157877481239e+33,6.731846805906519210e-27
5.806918696853721092e+33,7.637029340732283430e-27
6.270166578519038490e+33,8.670021538792254934e-27
6.770370135142172109e+33,9.848957818739287273e-27
7.310477511691815725e+33,1.119450817382217018e-26
7.893672041880098007e+33,1.273022734011315951e-26
8.523391010382784606e+33,1.448295167559267186e-26
9.203345911818609834e+33,1.648325006332699636e-26
9.937544325892000857e+33,1.876593580751781191e-26
1.073031353762888671e+34,2.137064891490298867e-26
1.158632604192039687e+34,2.434251593975272367e-26
1.251062708269641576e+34,2.773289992790190641e-26
1.350866438903995854e+34,3.160025056808240349e-26
1.458632028350617142e+34,3.601107000304414047e-26
1.574994635188683122e+34,4.104100571621303920e-26
1.700640087876131784e+34,4.677609253871658835e-26
1.836308926947460380e+34,5.331415765927289486e-26
1.982800769678515904e+34,6.076641507302145850e-26
2.140979022943126138e+34,6.925926998740189761e-26
2.311775972038635166e+34,7.893636258389521443e-26
2.496198275473315201e+34,8.996088321146613558e-26
2.695332898101346385e+34,1.025181916431341052e-25
2.910353517574596745e+34,1.168187788988375148e-25
3.142527441870130743e+34,1.331016229651840605e-25
3.393223078664615191e+34,1.516379762976531703e-25
3.663918000579199693e+34,1.727356513432638910e-25
3.956207653830837504e+34,1.967438636123277344e-25
4.271814761617318538e+34,2.240586983128968319e-25
4.612599477659245550e+34,2.551292885231244158e-25
4.980570349742219490e+34,2.904647839970812982e-25
5.377896157877481701e+34,3.306422181206944726e-25
5.806918696853722245e+34,3.763153783764741589e-25
6.270166578519038721e+34,4.282248093629152077e-25
6.770370135142172801e+34,4.872090846383362706e-25
7.310477511691814572e+34,5.542175070655374833e-25
7.893672041880098007e+34,6.303244092985381904e-25
8.523391010382782992e+34,7.167452466626687176e-25
9.203345911818609373e+34,8.148547135317558842e-25
9.937544325891999935e+34,9.262071029629125823e-25
1.073031353762888532e+35,1.052559208557091164e-24
1.158632604192040055e+35,1.195896040467330852e-24
1.251062708269641529e+35,1.358459720708035836e-24
1.350866438903995992e+35,1.542781915907380704e-24
1.458632028350616773e+35,1.751720222718112345e-24
1.574994635188683168e+35,1.988498978982619557e-24
1.700640087876131737e+35,2.256755015043013584e-24
1.836308926947460380e+35,2.560588914818775620e-24
1.982800769678515858e+35,2.904622413173597270e-24
2.140979022943126138e+35,3.294062669843183591e-24
2.311775972038634613e+35,3.734774173604769050e-24
2.496198275473315570e+35,4.233359152769403210e-24
2.695332898101346662e+35,4.797247472671779688e-24
2.910353517574597206e+35,5.434797098631906658e-24
3.142527441870130650e+35,6.155406286669371790e-24
3.393223078664614914e+35,6.969638895564375101e-24
3.663918000579200800e+35,7.889364161219335978e-24
